valor_requerido,valor_desembolso,total_juros,taxa_juros,taxa_multa,taxa_mora,status_id,data_criacao,data_pagamento,produto,conveniada_id,quantidade_parcelas,data_primeiro_vencimento,valor_parcela,quantidade_parcelas_pagas,cpf,nome,dt_nasc,sexo,email
"59106,8","57562,1","1544,7","2,6134","8,78","2,92",,25/3/2026,,CONSIGNADO,,84,9/6/2026,"703,65",59,MLf87nByhgg0Le,Luther Lueilwitz,19/12/1982,F,emilie.trantow@example.org
"47763,7","46955,8","807,95","1,69155","9,8","9,91",,25/3/2026,,CONSIGNADO,,55,22/5/2026,"868,43",13,MLf87nByhgg0Le,Luther Lueilwitz,19/12/1982,F,emilie.trantow@example.org
"40929,1","40396,8","532,33","1,30061","1,9","5,68",,25/3/2026,,CONSIGNADO,,92,9/6/2026,"444,88",35,mlGKBxEo5O2xt5,Maxime Oberbrunner,22/3/2021,M,bettie.harvey@example.org
"17387,9","17191,9","195,97","1,12707","2,4","2,16",,25/3/2026,,CONSIGNADO,,14,4/5/2026,"1241,99",3,MLjXR4uUErty4N,Heidi Rice,17/10/1982,F,ptromp@example.net
"57090,4","56420,5","669,89","1,17339","8,85","5,07",,25/3/2026,,CONSIGNADO,,69,9/6/2026,"827,4",31,MLjXR4uUErty4N,Heidi Rice,17/10/1982,F,ptromp@example.net
"31057,7","30463,1","594,53","1,91428","9,88","8,04",,25/3/2026,,CONSIGNADO,,76,19/6/2026,"408,65",30,MlLyO09hQJ70uz,Ellen Lind DDS,23/7/2020,F,bernhard.concepcion@example.org
49544,"48575,4","968,63","1,9551","6,07","4,75",,25/3/2026,,CONSIGNADO,,64,28/5/2026,"774,13",8,MLpzZgpzBLEUVx,Loraine Howell,11/9/2025,M,mateo.wiegand@example.org
"34565,8","34170,8",395,"1,14275","3,85","8,15",,25/3/2026,,CONSIGNADO,,93,19/6/2026,"371,68",29,MlXwQyUMUHqjaN,Nova Walsh,6/1/2024,M,gryan@example.com
"55063,1","53521,9","1541,27","2,79909","5,56","2,48",,25/3/2026,,CONSIGNADO,,15,31/5/2026,"3670,87",15,MlXwQyUMUHqjaN,Nova Walsh,6/1/2024,M,gryan@example.com
"44841,9","44275,3","566,64","1,26364","9,4","3,71",,25/3/2026,,CONSIGNADO,,39,18/6/2026,"1149,79",3,mMCtp2EkLmGWhH,Dr. Tyler Skiles,19/7/2020,M,citlalli81@example.com
"39950,5","39380,6","569,92","1,42657","1,22","5,89",,25/3/2026,,CONSIGNADO,,84,11/6/2026,"475,6",39,mmo1QeNtxX2Xk9,Amelia Kris,4/6/2021,M,eulalia71@example.org
"23777,7","23350,5","427,17","1,79652","1,45","3,73",,25/3/2026,,CONSIGNADO,,61,11/5/2026,"389,8",18,mmo1QeNtxX2Xk9,Amelia Kris,4/6/2021,M,eulalia71@example.org
"18401,8","17908,2","493,64","2,68258","5,08","3,45",,25/3/2026,,CONSIGNADO,,19,9/5/2026,"968,52",15,MmPqjS2SZaBMgL,Althea Wyman,11/2/1981,M,vergie.zulauf@example.com
"8961,5","8719,35","242,15","2,70209","6,84","2,13",,25/3/2026,,CONSIGNADO,,74,28/4/2026,"121,1",66,MnJgcgOTa9eB2o,Sydnee Mraz,24/8/2009,F,juliana.farrell@example.net
"27376,1","26715,1","660,96","2,41436","6,94","9,81",,25/3/2026,,CONSIGNADO,,62,18/6/2026,"441,55",44,MnJgcgOTa9eB2o,Sydnee Mraz,24/8/2009,F,juliana.farrell@example.net
"21947,6","21655,1","292,57","1,33305","8,25","2,89",,25/3/2026,,CONSIGNADO,,1,1/5/2026,"21947,6",1,mnzqHIHhtnRroz,Dr. Vivianne Metz Jr.,20/8/1993,F,morn@example.org
"17127,2","16823,5","303,67","1,773","3,69","3,33",,25/3/2026,,CONSIGNADO,,96,31/5/2026,"178,41",56,mOCdNwzU4uyRhB,Prof. Gregorio Bogan III,22/1/2018,F,yhermiston@example.org
"57942,7","57145,5","797,26","1,37594","2,63","7,72",,25/3/2026,,CONSIGNADO,,69,27/4/2026,"839,75",21,mOCdNwzU4uyRhB,Prof. Gregorio Bogan III,22/1/2018,F,yhermiston@example.org
"16069,5","15778,9","290,58","1,8083","9,81","2,55",,25/3/2026,,CONSIGNADO,,26,1/6/2026,"618,06",15,mP3SL8n1TYMejk,Prof. Anika Zulauf,21/6/2023,F,brooklyn.gerlach@example.org
"8721,49","8589,68","131,81","1,5113","8,07","1,74",,25/3/2026,,CONSIGNADO,,50,24/5/2026,"174,43",20,MqJ2UgsNxzvGg1,Cruz Ledner Sr.,15/8/2002,M,bauch.melyna@example.com
"16501,1","16099,7","401,41","2,43262","9,88","8,65",,25/3/2026,,CONSIGNADO,,43,13/6/2026,"383,75",28,MRuCe3cTIw26DH,Lawrence Blick,2/11/2024,M,elvis.murphy@example.com
"50085,7",49133,"952,72","1,90218","3,77","5,49",,25/3/2026,,CONSIGNADO,,39,21/6/2026,"1284,25",14,MrxIm50lKqCr6n,Prof. Fernando Mueller DDS,20/12/1982,F,emarvin@example.org
"27140,8","26527,7","613,08","2,25888","5,26","2,65",,25/3/2026,,CONSIGNADO,,27,20/6/2026,"1005,22",12,msfUjTWcg18yst,Brooke Hansen,2/9/1975,F,estefania.bradtke@example.net
"46141,3","45477,2","664,05","1,43917","7,77","5,08",,25/3/2026,,CONSIGNADO,,73,21/5/2026,"632,07",26,MsP2wP73hyidMu,Dr. Susana Rolfson III,8/3/1972,F,schulist.leanne@example.net
"33077,7","32296,2","781,46","2,36251","4,08","4,8",,25/3/2026,,CONSIGNADO,,48,29/4/2026,"689,12",46,MTbRZuabPAWUVs,Emory Dare I,31/3/1994,F,emory.schulist@example.com
"51688,6","50510,8","1177,72","2,2785","7,62","2,46",,25/3/2026,,CONSIGNADO,,94,20/5/2026,"549,88",52,mtCoTqmwC0YIJz,Maurine Feest,13/8/1998,M,ashtyn.haley@example.com
"39082,8","38082,3","1000,45","2,55983","7,83","4,77",,25/3/2026,,CONSIGNADO,,17,3/5/2026,"2298,99",5,MtIgYdsxabOfhU,Cassandra Legros MD,1/11/1981,M,adelia18@example.org
"9126,42","8888,44","237,98","2,60757","5,03","6,14",,25/3/2026,,CONSIGNADO,,16,20/5/2026,"570,4",11,muqYngNcw6FCFK,Prof. Lee Cassin II,2/7/2001,F,rutherford.dustin@example.org
11618,"11301,4","316,62","2,72523","6,28","9,37",,25/3/2026,,CONSIGNADO,,30,19/6/2026,"387,27",20,MvbxxNgvIY6LuW,Bernardo Herzog,28/4/1987,M,marvin.sauer@example.org
"51906,9","50553,1","1353,77","2,60807","1,83","4,95",,25/3/2026,,CONSIGNADO,,26,21/5/2026,"1996,42",6,mve7kVelFSJcpm,Kristian Hilpert,18/8/1990,M,syundt@example.com
"13852,1","13653,5","198,65","1,43405","4,08","4,92",,25/3/2026,,CONSIGNADO,,33,18/6/2026,"419,76",26,MvEY1c7X2FKktK,Shaun Nader,2/12/1980,M,bernie.wolff@example.net
"32194,4","31264,1","930,38","2,88987","3,11","8,11",,25/3/2026,,CONSIGNADO,,4,3/6/2026,"8048,61",4,MvI40vXk1P93ww,Marcella Smith,11/5/2013,F,devyn76@example.com
"3250,03","3178,51","71,52","2,20054","5,72","9,99",,25/3/2026,,CONSIGNADO,,1,23/6/2026,"3250,03",1,MVnnEnEfLbJuh6,Yadira Pfeffer,7/11/2004,F,mhand@example.com
"44380,1","43120,5","1259,65","2,83832","1,74","7,57",,25/3/2026,,CONSIGNADO,,55,28/5/2026,"806,91",34,MVnnEnEfLbJuh6,Yadira Pfeffer,7/11/2004,F,mhand@example.com
"57732,5","56484,6","1247,84","2,16142","4,56","3,63",,25/3/2026,,CONSIGNADO,,10,29/4/2026,"5773,25",2,mvRrpahOpm3Qo7,Allene Kautzer,27/5/1971,F,kennedy.ruecker@example.com
"2095,82","2049,62","46,2","2,20445","4,23","4,97",,25/3/2026,,CONSIGNADO,,19,10/5/2026,"110,31",14,mvRrpahOpm3Qo7,Allene Kautzer,27/5/1971,F,kennedy.ruecker@example.com
"44753,2",44275,"478,21","1,06856","3,92","3,66",,25/3/2026,,CONSIGNADO,,77,19/5/2026,"581,21",34,mvRrpahOpm3Qo7,Allene Kautzer,27/5/1971,F,kennedy.ruecker@example.com
"27768,8","27399,5","369,32","1,32998","7,01","4,14",,25/3/2026,,CONSIGNADO,,83,10/5/2026,"334,56",57,MwDCDJp7wuMkit,Clint Marquardt,30/4/2015,F,nveum@example.com
"38208,8","37104,9","1103,82","2,88893","1,39","5,47",,25/3/2026,,CONSIGNADO,,18,7/5/2026,"2122,71",18,MwDCDJp7wuMkit,Clint Marquardt,30/4/2015,F,nveum@example.com
"57741,4","57116,3","625,13","1,08263","4,83","3,75",,25/3/2026,,CONSIGNADO,,28,1/5/2026,"2062,19",17,mwlmFWXye6Z2y2,Addie Torphy,23/2/1970,M,aracely88@example.com
"21534,9",21167,"367,95","1,70861","7,99","7,94",,25/3/2026,,CONSIGNADO,,40,20/6/2026,"538,37",28,MwN2w0GKfUlu1i,Polly Ledner,24/9/2013,M,barney.mccullough@example.org
"46828,3","45812,2","1016,1","2,16984","5,92","4,88",,25/3/2026,,CONSIGNADO,,54,12/6/2026,"867,19",54,mWOvgwUKpL61HR,Prof. Cassie Hickle,4/9/2005,F,heidenreich.quincy@example.com
"35628,5",34585,"1043,51","2,92885","4,99","8,81",,25/3/2026,,CONSIGNADO,,42,23/5/2026,"848,3",36,MXEahjnPtqiU0P,Delia Wiza,25/7/2013,M,diana28@example.net
"33535,8","32990,9","544,92","1,6249","4,74","2,03",,25/3/2026,,CONSIGNADO,,62,3/6/2026,"540,9",15,MXEahjnPtqiU0P,Delia Wiza,25/7/2013,M,diana28@example.net
"55758,4",54890,"868,46","1,55754","7,63","2,98",,25/3/2026,,CONSIGNADO,,62,16/6/2026,"899,33",3,my1H9Orxv5PTnT,Ms. Burnice Sipes MD,8/5/1999,F,natasha.okuneva@example.com
20633,"20416,7","216,25","1,04809","8,26","9,35",,25/3/2026,,CONSIGNADO,,83,18/5/2026,"248,59",37,Myz3RG7eyXFVQA,Tyree Kunze,5/1/1973,M,wade23@example.org
"46404,1","45305,6","1098,54","2,36733","2,78","1,58",,25/3/2026,,CONSIGNADO,,3,17/5/2026,15468,3,MZaTT2h0ZLnxNp,Yvette Heathcote,28/6/2008,M,allan.nienow@example.org
"8530,96","8357,28","173,68","2,03585",5,"3,2",,25/3/2026,,CONSIGNADO,,28,21/6/2026,"304,68",16,mzBmvJLncC37aJ,Ayana Leffler,25/10/2012,F,gladys.runte@example.com
"48224,9","47514,2","710,69","1,4737","7,74","8,57",,25/3/2026,,CONSIGNADO,,85,24/5/2026,"567,35",57,MzHSqUvgcvgCeG,Davin Dickinson,13/9/1975,M,donny.kerluke@example.com
"3689,4","3623,02","66,38","1,79915","8,1","6,82",,25/3/2026,,CONSIGNADO,,74,15/5/2026,"49,86",57,MzHSqUvgcvgCeG,Davin Dickinson,13/9/1975,M,donny.kerluke@example.com
"14837,6","14448,2","389,41","2,62449","3,53","8,77",,25/3/2026,,CONSIGNADO,,80,2/6/2026,"185,47",13,MzO5cFKZshkqg9,Zoie Barrows Jr.,13/4/2019,M,jackie16@example.net
"41328,9","40839,1","489,79","1,1851",9,"3,67",,25/3/2026,,CONSIGNADO,,9,23/6/2026,"4592,1",3,mzREwjwg16iiKJ,Lennie Breitenberg,30/11/1994,F,daron24@example.net
"39081,2","38487,5","593,77","1,51932","4,37","3,03",,25/3/2026,,CONSIGNADO,,36,26/4/2026,"1085,59",19,mzs6oiKCBJdfij,Dayne Upton,8/3/1988,M,annamae.lebsack@example.com
"7574,92","7359,9","215,02","2,83854","4,14","6,25",,25/3/2026,,CONSIGNADO,,1,5/6/2026,"7574,92",1,mzSHBlLBJmmnz3,Ila Nader,8/9/1994,F,reichert.emmanuel@example.com
"3412,51","3378,05","34,46","1,00971","3,16","4,3",,25/3/2026,,CONSIGNADO,,71,25/5/2026,"48,06",40,mzSHBlLBJmmnz3,Ila Nader,8/9/1994,F,reichert.emmanuel@example.com
"23322,1","22951,3","370,85","1,59014","3,76","8,89",,25/3/2026,,CONSIGNADO,,75,13/5/2026,"310,96",70,MzUq6LXGItHNYm,Prof. Claudie Sawayn,25/7/2004,M,christa.rippin@example.net
"19998,8","19463,3","535,52","2,67774","9,98","6,09",,25/3/2026,,CONSIGNADO,,60,10/5/2026,"333,31",15,MzYTTAy7ap9xcm,Janelle Hauck DVM,23/11/2016,M,ydickinson@example.com
"12740,9","12503,5","237,46","1,86374","2,83","7,14",,25/3/2026,,CONSIGNADO,,40,9/6/2026,"318,52",28,MzYTTAy7ap9xcm,Janelle Hauck DVM,23/11/2016,M,ydickinson@example.com
"35073,5","34258,5","814,99","2,32366","4,36","1,07",,25/3/2026,,CONSIGNADO,,84,26/5/2026,"417,54",47,n04vScb9JUjW7h,Annalise Huel Sr.,7/6/1978,F,nicolas.pagac@example.net
"19619,6","19270,3","349,3","1,78038","9,83","5,32",,25/3/2026,,CONSIGNADO,,26,18/5/2026,"754,6",4,N1jF4eyvOtuHL5,Arianna Ledner,31/7/2023,F,katelynn.sanford@example.net
"57992,6","57234,2","758,33","1,30764","7,35","5,29",,25/3/2026,,CONSIGNADO,,2,4/5/2026,"28996,3",0,n1qVInb7TyqRJv,Garett Gleichner Sr.,25/11/2010,F,iortiz@example.com
"14992,2","14558,2","434,01","2,89491","2,02","8,52",,25/3/2026,,CONSIGNADO,,56,24/6/2026,"267,72",55,n1qVInb7TyqRJv,Garett Gleichner Sr.,25/11/2010,F,iortiz@example.com
"48309,5","47003,6","1305,92","2,70323","4,58","2,79",,25/3/2026,,CONSIGNADO,,96,9/5/2026,"503,22",90,N2Cedi1wBHwWZd,Ms. Myrna Padberg Jr.,1/2/1971,M,izaiah88@example.com
"54128,1","52978,7","1149,33","2,12336","2,89","8,41",,25/3/2026,,CONSIGNADO,,51,12/6/2026,"1061,33",32,N4Bg4WhVNYFld9,Prof. Phyllis Langworth,7/2/2013,F,ibahringer@example.com
"12460,8","12202,4","258,37","2,0735","3,82","4,09",,25/3/2026,,CONSIGNADO,,96,16/6/2026,"129,8",64,n59EF45oKS5FeU,Nedra Carter,6/2/1972,M,bernardo53@example.net
"46312,7","45582,3","730,37","1,57704","1,36","1,69",,25/3/2026,,CONSIGNADO,,6,10/6/2026,"7718,78",4,nah5x7AZFv8f7Q,Abigail Erdman,23/1/1992,F,cormier.bonita@example.net
"2464,1","2402,1",62,"2,51603","5,07","4,23",,25/3/2026,,CONSIGNADO,,33,24/5/2026,"74,67",10,NaMqEggqoAPv8P,Alia Beahan,22/7/1975,F,anibal.nader@example.com
"3815,58","3726,56","89,02","2,33309","8,2","4,76",,25/3/2026,,CONSIGNADO,,54,28/5/2026,"70,66",18,Nax6zGdoTYa9Zp,Misty Fritsch Sr.,14/11/2017,F,bailee66@example.com
"54838,8","54086,7","752,05","1,37138","3,22","4,05",,25/3/2026,,CONSIGNADO,,10,11/5/2026,"5483,88",2,Nbpu9pNyGM4lzC,Camren Ward,2/2/1973,M,mhayes@example.com
"17286,9","16952,9","334,08","1,93255","6,88","1,3",,25/3/2026,,CONSIGNADO,,84,5/5/2026,"205,8",67,nC9U22IACWi2Q2,Marcia Langworth,12/12/1973,F,abbott.sherman@example.com
"53583,1",52904,"679,07","1,26732","3,69",6,,25/3/2026,,CONSIGNADO,,95,16/6/2026,"564,03",92,NCR9UyrKXfWaoI,Therese Cruickshank,22/4/1977,M,schneider.garfield@example.com
"4678,05","4611,13","66,92","1,43051","9,23","1,5",,25/3/2026,,CONSIGNADO,,38,28/4/2026,"123,11",21,NdKDbFJ5bqrIB2,Noemie Hessel,25/10/1976,M,dickinson.tomasa@example.com
"35875,9","34921,8","954,08","2,6594","3,71","4,7",,25/3/2026,,CONSIGNADO,,13,16/5/2026,"2759,69",12,ndlPtjsLq9NrbZ,Fernando Trantow,8/11/2007,F,qbergstrom@example.com
"52363,6","51483,1","880,5","1,68151","3,58","3,73",,25/3/2026,,CONSIGNADO,,65,13/6/2026,"805,59",37,ndMrCx2pZHD0zr,Ms. Sabrina Ritchie PhD,27/12/2023,M,joyce.carroll@example.net
"27323,3","26818,7","504,66","1,84701","2,59","8,56",,25/3/2026,,CONSIGNADO,,52,16/5/2026,"525,45",29,Nds7ZA7pjzROWa,Thelma Quitzon,6/11/1975,M,penelope94@example.net
"16583,5",16095,"488,45","2,9454","6,44","6,82",,25/3/2026,,CONSIGNADO,,41,18/5/2026,"404,47",25,Ne7zNjZ9LDPJLE,Leola Lubowitz,5/4/1991,F,vkling@example.org
"10739,1","10474,1","264,99","2,46751","1,66","6,41",,25/3/2026,,CONSIGNADO,,96,5/5/2026,"111,87",21,Ne7zNjZ9LDPJLE,Leola Lubowitz,5/4/1991,F,vkling@example.org
"3236,9","3157,42","79,48","2,45558","4,08","2,91",,25/3/2026,,CONSIGNADO,,79,24/6/2026,"40,97",47,NfgJEbukHnRs4p,Trevor Kunze,30/6/1977,M,seamus49@example.com
"3392,87","3354,08","38,79","1,14316","4,1","4,07",,25/3/2026,,CONSIGNADO,,74,8/5/2026,"45,85",14,nFgYDQzqLd5Pu1,Savion Jones,14/12/1971,F,simonis.alanna@example.org
"25600,4","25034,7","565,66","2,20958","2,16","6,49",,25/3/2026,,CONSIGNADO,,33,6/6/2026,"775,77",29,nFgYDQzqLd5Pu1,Savion Jones,14/12/1971,F,simonis.alanna@example.org
"2998,25","2956,85","41,4","1,38072","3,35","6,68",,25/3/2026,,CONSIGNADO,,51,30/5/2026,"58,79",40,NFrqRVIxjRcXoA,Mr. Demetrius Schmidt IV,23/7/2018,M,estracke@example.org
"17521,7","17077,2","444,46","2,53664","5,96","8,77",,25/3/2026,,CONSIGNADO,,37,8/5/2026,"473,56",34,nfxCfyB7l1iKw0,Prof. Herminia Gusikowski,19/3/2001,F,cschroeder@example.org
"43158,7","42277,7","881,01","2,04132","4,71","6,46",,25/3/2026,,CONSIGNADO,,59,19/6/2026,"731,5",56,Ng7vdPgmsoctUw,Prof. Freddy Windler,29/11/1997,M,brandt.konopelski@example.net
"1840,73","1799,36","41,37","2,2475","7,46","5,65",,25/3/2026,,CONSIGNADO,,12,10/6/2026,"153,39",10,Ng7vdPgmsoctUw,Prof. Freddy Windler,29/11/1997,M,brandt.konopelski@example.net
"44788,9",44037,"751,91","1,67878","4,77","9,22",,25/3/2026,,CONSIGNADO,,38,12/6/2026,"1178,66",21,NgfOehNjbLQz2H,Blanca Huels PhD,14/1/2003,M,west.ethan@example.org
"19899,1","19468,3","430,79","2,16488","5,87","8,79",,25/3/2026,,CONSIGNADO,,14,24/6/2026,"1421,36",14,NGsBjSEHiRlNnS,Cassidy Abshire,11/9/1974,F,cleve.terry@example.com
"14818,5","14623,1","195,44","1,31887","8,37","1,72",,25/3/2026,,CONSIGNADO,,51,30/5/2026,"290,56",32,NGsBjSEHiRlNnS,Cassidy Abshire,11/9/1974,F,cleve.terry@example.com
"35994,4","35336,8","657,61","1,82699","4,27","6,53",,25/3/2026,,CONSIGNADO,,83,27/4/2026,"433,67",49,nh9T8Y3wgCoRWV,Bartholome Walter,14/10/2020,M,willa12@example.org
"7208,06","7030,42","177,64","2,46451","6,93","9,64",,25/3/2026,,CONSIGNADO,,92,23/5/2026,"78,35",88,nJ1585shCtDXGn,Troy Bode,31/8/1971,F,demetrius.king@example.net
"5770,64","5600,06","170,58","2,95596","4,39","6,34",,25/3/2026,,CONSIGNADO,,26,12/6/2026,"221,95",0,nJ1585shCtDXGn,Troy Bode,31/8/1971,F,demetrius.king@example.net
47880,"47352,5","527,43","1,10157","6,5","6,2",,25/3/2026,,CONSIGNADO,,4,21/6/2026,11970,1,NJ51wPzCoKd0dH,Carmen Gusikowski,9/12/1978,F,sschmidt@example.com
"19733,3","19491,3",242,"1,22637","3,98","6,77",,25/3/2026,,CONSIGNADO,,25,28/4/2026,"789,33",12,NJ51wPzCoKd0dH,Carmen Gusikowski,9/12/1978,F,sschmidt@example.com
"8985,45","8867,92","117,53","1,30799","5,53","5,95",,25/3/2026,,CONSIGNADO,,45,10/6/2026,"199,68",9,NK15WlVJhb5p1H,Sonny Parker,10/3/1972,F,xschmitt@example.com
"13053,9","12749,4","304,48","2,3325","3,59","7,59",,25/3/2026,,CONSIGNADO,,5,3/5/2026,"2610,78",2,NK1dewu2HrtnxS,Mrs. Susanna Lueilwitz,2/10/1981,M,raymundo40@example.org
"43034,6","42314,2","720,41","1,67403","1,09","5,79",,25/3/2026,,CONSIGNADO,,47,22/6/2026,"915,63",12,nL2UJF96MyOTV9,Geo Gleichner,6/12/1973,M,madeline25@example.net
"54349,3","53802,8","546,57","1,00567","6,06","9,37",,25/3/2026,,CONSIGNADO,,93,2/5/2026,"584,4",43,NLMTiqnGR7sUbV,Mrs. Verdie Fritsch MD,2/2/2014,M,xzavier.ryan@example.net
"58449,5","57679,9","769,56","1,31662","8,01","2,72",,25/3/2026,,CONSIGNADO,,79,7/5/2026,"739,87",76,NLV7HAvG1w8TaH,Garnet Welch,7/3/2003,M,adare@example.net
43373,"42789,4","583,6","1,34553","6,27","2,09",,25/3/2026,,CONSIGNADO,,73,27/5/2026,"594,15",69,nLWhOZITk3AX4s,Mr. Juston Wintheiser V,31/5/1973,M,marvin53@example.org
"8821,18","8598,77","222,41","2,52127","7,5","9,92",,25/3/2026,,CONSIGNADO,,68,27/4/2026,"129,72",7,nLWhOZITk3AX4s,Mr. Juston Wintheiser V,31/5/1973,M,marvin53@example.org
"41967,1","40728,6","1238,53","2,95118","1,58","5,9",,25/3/2026,,CONSIGNADO,,54,19/5/2026,"777,17",44,NLxPWwzq1gpfRi,Mr. David Bartoletti,17/11/1988,M,arnoldo.upton@example.net
"55373,1","54044,9","1328,19","2,39863","6,34","2,81",,25/3/2026,,CONSIGNADO,,80,27/4/2026,"692,16",38,nm87CP4p6Bs4EU,Jan Kirlin IV,19/12/1987,F,kuvalis.dariana@example.org
"40329,6","39446,7","882,88","2,18916","9,48","2,1",,25/3/2026,,CONSIGNADO,,25,25/5/2026,"1613,18",10,nNAE7UjmHaHVKD,Mrs. Fleta Torp,26/9/2012,F,hjohnson@example.net
"7931,19","7707,4","223,79","2,82165","3,17","8,84",,25/3/2026,,CONSIGNADO,,39,12/5/2026,"203,36",3,NnaYOLjz5ES4B5,Garnet Mueller,3/11/1977,M,markus.huels@example.net
"3142,65","3083,72","58,93","1,87505","2,2","1,08",,25/3/2026,,CONSIGNADO,,5,10/5/2026,"628,53",2,NNk59OKWOTxZ8H,Prof. Elmore Hilpert PhD,2/4/1996,M,bbins@example.com
"43224,5","42715,9","508,64","1,17673","6,65","4,74",,25/3/2026,,CONSIGNADO,,29,17/5/2026,"1490,5",28,nO1xRDB1ydnc7s,Prof. Marlon Olson II,5/3/1999,M,debert@example.com
"7454,94","7346,68","108,26","1,45222","8,6","9,76",,25/3/2026,,CONSIGNADO,,38,7/5/2026,"196,18",11,nO8KYXfopFw9dW,Mr. Jeffery Pouros,23/12/2006,F,lwalter@example.com
"16305,6",15833,"472,6","2,89841","4,43","1,7",,25/3/2026,,CONSIGNADO,,93,12/5/2026,"175,33",84,NOI5niGorpWfcq,Jarret Williamson III,7/3/2010,F,auer.brielle@example.org
"5528,3","5467,27","61,03","1,10404","4,21","4,61",,25/3/2026,,CONSIGNADO,,15,5/5/2026,"368,55",9,NPeD53ekCmCNHU,Stewart Abshire,27/7/1991,F,trey.jones@example.org
"28352,2","27888,7","463,51","1,63484","5,11","3,29",,25/3/2026,,CONSIGNADO,,14,1/6/2026,"2025,16",13,npZn7tOSisWtlB,Miss Marielle McClure II,18/5/1982,M,chodkiewicz@example.net
"49761,7","48325,1","1436,65","2,88706","5,05","8,26",,25/3/2026,,CONSIGNADO,,31,21/6/2026,"1605,22",16,nRjKUh3R8teCfR,Angie Halvorson,5/2/2000,M,yschmitt@example.net
"28099,7","27644,9","454,85","1,6187","1,68","3,85",,25/3/2026,,CONSIGNADO,,67,29/5/2026,"419,4",22,nRjKUh3R8teCfR,Angie Halvorson,5/2/2000,M,yschmitt@example.net
"9482,6","9312,77","169,83","1,79092","7,84","4,22",,25/3/2026,,CONSIGNADO,,62,1/6/2026,"152,95",16,NROD5NeFVeWxUJ,Chance Bartoletti,6/2/2003,M,skiles.adan@example.com
"9600,07","9373,69","226,38","2,35814","8,4","9,27",,25/3/2026,,CONSIGNADO,,35,18/6/2026,"274,29",23,ns7sKeU4v3bi1W,Prof. Grover Haag III,19/12/1978,F,scollier@example.org
"27152,4","26856,4","295,93","1,08987","7,12","2,52",,25/3/2026,,CONSIGNADO,,5,24/5/2026,"5430,48",1,ns7sKeU4v3bi1W,Prof. Grover Haag III,19/12/1978,F,scollier@example.org
"44645,9",43881,"764,91","1,71328","2,55","9,32",,25/3/2026,,CONSIGNADO,,69,7/6/2026,"647,04",8,NswsB7TJ6qtyup,Mr. Jordan Goodwin MD,24/4/2023,M,kris82@example.org
"4581,94","4464,96","116,98","2,55317","1,71","5,19",,25/3/2026,,CONSIGNADO,,14,23/5/2026,"327,28",4,nt77MrzByQxUn5,Dortha Kovacek,24/2/1971,F,kris.hellen@example.com
"8982,87","8856,31","126,56","1,40887","3,44","6,88",,25/3/2026,,CONSIGNADO,,25,26/4/2026,"359,31",24,NTMwPmZWsRViBY,Pauline Gorczany,10/4/2023,F,blanche25@example.org
"1623,68","1586,68",37,"2,27902","6,11","6,78",,25/3/2026,,CONSIGNADO,,21,1/6/2026,"77,32",3,NTMwPmZWsRViBY,Pauline Gorczany,10/4/2023,F,blanche25@example.org
"43669,7","42489,5","1180,19","2,70254","4,76","9,18",,25/3/2026,,CONSIGNADO,,79,3/5/2026,"552,78",12,nTsq83kRuMEO4v,Alvah Wiza,26/3/2008,M,zokuneva@example.org
"32907,4","32295,5","611,86","1,85934","1,05","5,24",,25/3/2026,,CONSIGNADO,,16,24/6/2026,"2056,71",4,nvgtpuEgrArlKO,Molly Wunsch,16/8/2003,M,amara38@example.net
"55140,4","53636,1","1504,25","2,72803","5,87","6,99",,25/3/2026,,CONSIGNADO,,80,20/6/2026,"689,25",69,nvHAKjaWKWIUiX,Jules Steuber,28/5/2010,M,napoleon58@example.com
54438,"53559,4","878,57","1,6139","3,03","1,43",,25/3/2026,,CONSIGNADO,,14,31/5/2026,"3888,43",4,NVtoyv0KW5vjt8,Dr. Jordi Daniel,7/1/2013,F,ytrantow@example.com
"21391,6","21010,3","381,32","1,78259","6,19","6,52",,25/3/2026,,CONSIGNADO,,81,17/5/2026,"264,09",67,nw2tFuKmEBe4lr,Prof. Miller Weimann,20/4/1977,M,winnifred31@example.net
"8677,18","8445,83","231,35","2,66618","8,79","5,71",,25/3/2026,,CONSIGNADO,,28,26/5/2026,"309,9",25,nW9Pp0uErUIPEz,Novella O'Connell,19/12/1982,M,kuphal.kaley@example.org
"38867,2","38376,5","490,7","1,2625","3,33","8,44",,25/3/2026,,CONSIGNADO,,67,8/6/2026,"580,11",30,nW9Pp0uErUIPEz,Novella O'Connell,19/12/1982,M,kuphal.kaley@example.org
"6277,16","6148,54","128,62","2,04906","5,11","4,14",,25/3/2026,,CONSIGNADO,,86,7/6/2026,"72,99",69,NWNhIyZpqKLxal,Dr. Diego Harber II,28/9/1980,F,wava16@example.com
"19397,8","19073,7","324,09","1,67076","4,65","7,73",,25/3/2026,,CONSIGNADO,,27,19/5/2026,"718,44",6,NWNhIyZpqKLxal,Dr. Diego Harber II,28/9/1980,F,wava16@example.com
"49835,6","48510,5","1325,18","2,65911","6,81","9,23",,25/3/2026,,CONSIGNADO,,75,20/6/2026,"664,48",37,NwoPlK4cbi6JyX,Tristin Buckridge,13/12/2024,F,yjacobson@example.org
